lon;lat;Model1;Model2;Model3;GSMaP
113,25 ;10,00 ;3,12;0,59;0,97;0
113,38 ;-10,00 ;0,69;0,67;0,19;0
113,38 ;-9,88 ;0,56;0,5;0,09;0
113,38 ;-9,75 ;0,16;0,3;0,12;0
113,38 ;-9,63 ;0,06;0,05;0,14;0
113,38 ;-9,50 ;0;0;0,17;0
113,38 ;-9,38 ;0;0;0,06;0
113,38 ;-9,25 ;0;0;0;0
113,38 ;-9,13 ;0;0;0;0
113,38 ;-9,00 ;0;0;0;0
113,38 ;-8,88 ;0;0,05;0,08;0
113,38 ;-8,75 ;0,03;0,05;0,27;0
113,38 ;-8,63 ;0,19;0,17;0,12;0
113,38 ;-8,50 ;0,28;0,19;0,2;0
113,38 ;-8,38 ;0,34;0,05;0,14;0
113,38 ;-8,25 ;0,41;0,64;1,2;0
113,38 ;-8,13 ;0,72;0,64;1,45;0
113,38 ;-8,00 ;0,5;1,39;1,06;0
113,38 ;-7,88 ;0,09;0,94;0,25;0
113,38 ;-7,75 ;1,22;2,64;0,75;0
113,38 ;-7,63 ;4,62;6,5;3,53;0
113,38 ;-7,50 ;2,5;2,34;2,08;0
113,38 ;-7,38 ;1,03;3,75;1,92;0
113,38 ;-7,25 ;1,44;2,14;1,84;0
113,38 ;-7,13 ;1,16;1,12;2,67;5,76
113,38 ;-7,00 ;7,06;3,02;7,05;8,64
113,38 ;-6,88 ;4,44;5,12;5,64;0,24
113,38 ;-6,75 ;3,47;4,45;3,88;0
113,38 ;-6,63 ;2,59;3,5;5,08;0
113,38 ;-6,50 ;3,66;5,84;4,86;0
113,38 ;-6,38 ;3,88;4,19;4;0
113,38 ;-6,25 ;3,47;3,33;4,55;0
113,38 ;-6,13 ;3,78;2,77;4,28;0
113,38 ;-6,00 ;3,12;2,02;3,47;0
113,38 ;-5,88 ;3,78;1,67;3,23;0
113,38 ;-5,75 ;2,88;0,8;2,62;0
113,38 ;-5,63 ;2,38;0,91;2,03;0
113,38 ;-5,50 ;1,91;0,89;2,27;0
113,38 ;-5,38 ;1;0,61;1,47;0
113,38 ;-5,25 ;0,75;0,64;1,77;0
113,38 ;-5,13 ;0,75;0,66;1,88;0
113,38 ;-5,00 ;1,25;0,44;2,23;0
113,38 ;-4,88 ;1,16;0,41;1,73;0
113,38 ;-4,75 ;1,06;0,34;0,81;0
113,38 ;-4,63 ;0,97;0,36;1,11;0
113,38 ;-4,50 ;0,91;0,27;0,97;0
113,38 ;-4,38 ;1,06;0,17;0,89;0
113,38 ;-4,25 ;0,91;0,19;1,2;0
113,38 ;-4,13 ;0,78;0,14;0,83;0
113,38 ;-4,00 ;0,72;0,55;0,81;0
113,38 ;-3,88 ;0,69;0,45;1,05;0
113,38 ;-3,75 ;0,69;0,72;0,89;0
113,38 ;-3,63 ;0,94;0,95;1,09;0
113,38 ;-3,50 ;1;1,28;1,91;0
113,38 ;-3,38 ;1,41;1,48;1,41;0
113,38 ;-3,25 ;1,66;2,27;1,67;0
113,38 ;-3,13 ;0,47;0,92;2,62;0
113,38 ;-3,00 ;2,81;1,97;4,33;0
113,38 ;-2,88 ;3,09;2,73;2,7;0
113,38 ;-2,75 ;3,88;1,25;3,66;0
113,38 ;-2,63 ;5,62;0,98;3,66;0
113,38 ;-2,50 ;5,5;1,12;3,27;1,44
113,38 ;-2,38 ;3,34;1,33;3,38;2,4
113,38 ;-2,25 ;3,19;1,83;4,94;2,4
113,38 ;-2,13 ;3,5;3,09;3,95;1,2
113,38 ;-2,00 ;2,66;2,3;5,47;0
113,38 ;-1,88 ;2,28;1,95;8,31;0
113,38 ;-1,75 ;3,75;1,33;10,23;0
113,38 ;-1,63 ;5,31;2,92;10,27;0
113,38 ;-1,50 ;4,03;2,64;3,06;0
113,38 ;-1,38 ;6,03;3,94;6,06;0
113,38 ;-1,25 ;7,09;3,7;5,31;0
113,38 ;-1,13 ;10,88;5,78;8,61;0
113,38 ;-1,00 ;9,28;10,09;4,84;0
113,38 ;-0,88 ;6,62;9,09;6,67;0
113,38 ;-0,75 ;10,31;6,27;6,16;0
113,38 ;-0,63 ;10;9,94;4,7;0,48
113,38 ;-0,50 ;5,72;10,64;2,44;1,44
113,38 ;-0,38 ;8,94;12,34;3,62;2,16
113,38 ;-0,25 ;14,28;10,95;7,86;3,12
113,38 ;-0,13 ;11,31;8,03;8,28;2,88
113,38 ;0,00 ;10,84;5,56;5,45;9,12
113,38 ;0,13 ;10,81;8,38;12,47;11,28
113,38 ;0,25 ;10,41;9,08;20,38;11,04
113,38 ;0,38 ;5,56;5,31;5,08;10,32
113,38 ;0,50 ;5,41;7,03;4,34;9,36
113,38 ;0,63 ;6,06;6,55;6,05;6,48
113,38 ;0,75 ;5,09;10,75;3,39;4,8
113,38 ;0,88 ;4,81;26,53;5,8;0,72
113,38 ;1,00 ;8,41;20,5;4,3;0
113,38 ;1,13 ;7,47;13,27;2,88;0
113,38 ;1,25 ;8,72;13,34;1,55;0
113,38 ;1,38 ;4,47;11,44;2,08;0
113,38 ;1,50 ;5,59;14,05;5,94;0
113,38 ;1,63 ;6,88;14,69;6,69;0
113,38 ;1,75 ;8,66;11,94;12,31;0
113,38 ;1,88 ;7,09;13,08;13,19;0
113,38 ;2,00 ;6,53;14,42;3,45;0
113,38 ;2,13 ;7,38;17,47;5,64;0
113,38 ;2,25 ;6,53;16,02;8,06;0
113,38 ;2,38 ;5,66;11,19;7,45;0
113,38 ;2,50 ;6,09;9,5;7,56;0
113,38 ;2,63 ;4,94;9,89;4,38;0
113,38 ;2,75 ;3,47;7,72;5,44;0
113,38 ;2,88 ;0,97;2,64;7,28;0
113,38 ;3,00 ;0,59;1,97;4,03;0
113,38 ;3,13 ;0,22;0,78;0,8;0
113,38 ;3,25 ;0,62;1,53;1,8;0
113,38 ;3,38 ;1,41;1,88;0,7;0
113,38 ;3,50 ;1,66;0,91;0,23;0
113,38 ;3,63 ;1,16;1;0,08;0
113,38 ;3,75 ;3,59;1,61;0,67;0
113,38 ;3,88 ;5,28;2,88;1,75;0
113,38 ;4,00 ;5,28;2,22;2,19;0
113,38 ;4,13 ;4,25;2,06;2,11;0
113,38 ;4,25 ;4,34;1,52;2,64;0,24
113,38 ;4,38 ;4,66;1,58;2,31;0,24
113,38 ;4,50 ;4,78;1,44;2,42;0
113,38 ;4,63 ;4,09;1,59;2,42;0
113,38 ;4,75 ;3,81;1,69;1,45;0
113,38 ;4,88 ;3,28;1,81;1,08;0
113,38 ;5,00 ;2,88;1,45;1,22;0
113,38 ;5,13 ;2,75;1,91;0,94;0
113,38 ;5,25 ;2,78;1,75;0,67;0
113,38 ;5,38 ;3;1,47;0,55;0
113,38 ;5,50 ;2,56;1,09;0,92;0
113,38 ;5,63 ;2,69;1,11;0,92;0
113,38 ;5,75 ;2,69;1,3;1,28;0
113,38 ;5,88 ;2,19;0,98;1,36;0
113,38 ;6,00 ;1,5;1,31;2,2;0
113,38 ;6,13 ;1,72;1,31;2,66;0
113,38 ;6,25 ;1,88;1,27;2,69;0
113,38 ;6,38 ;1,72;1,41;2,91;0
113,38 ;6,50 ;1,88;1,27;2,81;0
113,38 ;6,63 ;2,19;1,73;3,03;0
113,38 ;6,75 ;2,75;1,45;3,36;0
113,38 ;6,88 ;1,84;1,22;3,45;0
113,38 ;7,00 ;1,81;1,45;3,17;0
113,38 ;7,13 ;2,03;1,23;3,28;0
113,38 ;7,25 ;2,69;1,28;3,41;0
113,38 ;7,38 ;3,47;0,92;3,47;0
113,38 ;7,50 ;3,09;0,61;3;0
113,38 ;7,63 ;3,41;1,17;3,48;0
113,38 ;7,75 ;3,16;1,09;3,38;0
113,38 ;7,88 ;2,28;1,06;3,28;0
113,38 ;8,00 ;2,41;1,55;3,8;0
113,38 ;8,13 ;2,06;1,45;2,72;0
113,38 ;8,25 ;2,09;1,05;2;0
113,38 ;8,38 ;1,84;1,14;2,17;0
113,38 ;8,50 ;1,94;0,91;2,39;0
113,38 ;8,63 ;2,03;0,69;2;0
113,38 ;8,75 ;2,12;0,92;1,83;0
113,38 ;8,88 ;2,94;1,14;1,53;0
113,38 ;9,00 ;3,78;1,17;1,11;0
113,38 ;9,13 ;3,19;0,77;0,86;0
113,38 ;9,25 ;2,66;0,53;0,86;0
113,38 ;9,38 ;2,66;0,66;0,7;0
113,38 ;9,50 ;2,88;0,48;0,81;0
113,38 ;9,63 ;3,47;0,56;0,64;0
113,38 ;9,75 ;3,41;0,58;0,58;0
113,38 ;9,88 ;2,94;0,44;0,47;0
113,38 ;10,00 ;3;0,61;0,59;0
113,50 ;-10,00 ;0,47;0,5;0,08;0
113,50 ;-9,88 ;0,31;0,28;0,06;0
113,50 ;-9,75 ;0,19;0,2;0,12;0
113,50 ;-9,63 ;0,03;0,03;0,16;0
113,50 ;-9,50 ;0;0,02;0,06;0
113,50 ;-9,38 ;0;0;0,03;0
113,50 ;-9,25 ;0;0;0;0
113,50 ;-9,13 ;0;0;0;0
113,50 ;-9,00 ;0;0,02;0;0
113,50 ;-8,88 ;0;0,05;0,09;0
113,50 ;-8,75 ;0,03;0,05;0,23;0
113,50 ;-8,63 ;0,31;0,2;0,22;0
113,50 ;-8,50 ;0,31;0,08;0,05;0
113,50 ;-8,38 ;0,44;0,14;0,2;0
113,50 ;-8,25 ;0,09;0,66;0,72;0
113,50 ;-8,13 ;0,16;0,33;0,12;0
113,50 ;-8,00 ;8,28;3,12;5,06;0
113,50 ;-7,88 ;7,84;9,38;7,48;0
113,50 ;-7,75 ;0,16;7,05;0,98;0
113,50 ;-7,63 ;2,03;3,53;2,77;0
113,50 ;-7,50 ;1,09;2,7;2,23;0
113,50 ;-7,38 ;0,88;4,59;1,11;0
113,50 ;-7,25 ;1,34;3,59;2,11;0
113,50 ;-7,13 ;0,5;0,69;1,86;0
113,50 ;-7,00 ;6,53;2,27;5,64;0,96
113,50 ;-6,88 ;3,28;4,5;5,2;0,48
113,50 ;-6,75 ;3,47;1,73;3,25;0
113,50 ;-6,63 ;3,03;2,11;4,05;0
113,50 ;-6,50 ;3,09;4,03;3,06;0
113,50 ;-6,38 ;3,38;4,25;4,12;0
113,50 ;-6,25 ;3,22;3,39;4,25;0
113,50 ;-6,13 ;3,44;2,56;3,88;0
113,50 ;-6,00 ;2,81;1,83;2,78;0
113,50 ;-5,88 ;2,94;1,22;2,8;0
113,50 ;-5,75 ;2,62;0,92;2,33;0
113,50 ;-5,63 ;1,78;0,81;1,98;0
113,50 ;-5,50 ;1,44;0,72;1,88;0
113,50 ;-5,38 ;1;0,62;1,38;0
113,50 ;-5,25 ;0,69;0,7;1,66;0
113,50 ;-5,13 ;0,75;0,55;1,53;0
113,50 ;-5,00 ;0,97;0,45;1,2;0
113,50 ;-4,88 ;0,81;0,22;1,34;0
113,50 ;-4,75 ;0,88;0,28;1;0
113,50 ;-4,63 ;0,81;0,3;1;0
113,50 ;-4,50 ;1;0,23;0,92;0
113,50 ;-4,38 ;1;0,2;0,78;0
113,50 ;-4,25 ;1,34;0,17;1,27;0
113,50 ;-4,13 ;0,72;0,2;0,84;0
113,50 ;-4,00 ;0,66;0,5;0,83;0
113,50 ;-3,88 ;0,84;0,5;0,66;0
113,50 ;-3,75 ;0,72;0,58;0,72;0
113,50 ;-3,63 ;1,06;0,94;1,12;0
113,50 ;-3,50 ;1,03;1;2,09;0
113,50 ;-3,38 ;0,72;0,91;1,36;0
113,50 ;-3,25 ;0,72;1,67;0,94;0
113,50 ;-3,13 ;0,59;1,36;2,12;0
113,50 ;-3,00 ;3,16;2,27;3,3;0
113,50 ;-2,88 ;4,88;2,98;7,03;0
113,50 ;-2,75 ;3;1,19;4,36;0
113,50 ;-2,63 ;3,56;0,81;2,67;0,48
113,50 ;-2,50 ;3,84;0,89;4,73;1,2
113,50 ;-2,38 ;2,44;0,81;6,84;0,48
113,50 ;-2,25 ;3,78;1,25;4,05;0,72
113,50 ;-2,13 ;7;2,66;3,73;0,96
113,50 ;-2,00 ;5,56;3,23;8,44;0
113,50 ;-1,88 ;3,38;2,95;7,62;0
113,50 ;-1,75 ;4,72;3,69;4,55;0
113,50 ;-1,63 ;7,72;4,12;6,36;0
113,50 ;-1,50 ;4,47;5,83;5,36;0
113,50 ;-1,38 ;6,06;4,89;6,2;0
113,50 ;-1,25 ;5,34;6,98;5,22;0,24
113,50 ;-1,13 ;7,59;6,38;5,31;0,72
113,50 ;-1,00 ;7,91;5,45;5,7;0,24
113,50 ;-0,88 ;5,34;5,64;5,09;2,4
113,50 ;-0,75 ;5,97;5,94;3,95;2,4
113,50 ;-0,63 ;9,22;7,38;3,2;0,24
113,50 ;-0,50 ;10,69;9,53;3,69;1,44
113,50 ;-0,38 ;15,66;9,58;3,95;2,16
113,50 ;-0,25 ;23,03;10,75;9,33;2,16
113,50 ;-0,13 ;12,12;10,59;5,86;4,08
113,50 ;0,00 ;10,09;10,47;4,78;6,96
113,50 ;0,13 ;12,91;9,7;9,84;10,8
113,50 ;0,25 ;7,38;5,58;10,53;12,72
113,50 ;0,38 ;3,16;4,91;2,61;14,4
113,50 ;0,50 ;5,66;6,61;3,81;12
113,50 ;0,63 ;5,22;6,47;6,39;7,44
113,50 ;0,75 ;5,47;12,34;2,86;5,76
113,50 ;0,88 ;5,84;43,91;9,38;2,88
113,50 ;1,00 ;8,81;44,27;4,67;0,24
113,50 ;1,13 ;13,84;22,5;3,75;0
113,50 ;1,25 ;10,56;11,56;5,17;0
113,50 ;1,38 ;6,38;8,88;4,36;0
113,50 ;1,50 ;5,94;18,19;7,03;0
113,50 ;1,63 ;8,25;12,19;7,75;0
113,50 ;1,75 ;7,16;9,89;10,67;0
113,50 ;1,88 ;9,06;13,16;11,75;0
113,50 ;2,00 ;8,19;13,22;8,17;0,24
113,50 ;2,13 ;11,41;35,39;9,16;0,48
113,50 ;2,25 ;9,88;23,45;6,14;0,24
113,50 ;2,38 ;7,34;10,98;3,31;0,24
113,50 ;2,50 ;7,75;12,47;8,72;0
113,50 ;2,63 ;5,81;9,27;6,38;0
113,50 ;2,75 ;5;10,3;5,16;0
113,50 ;2,88 ;2,75;5,62;5,62;0
113,50 ;3,00 ;0,44;1,53;6,02;0
113,50 ;3,13 ;0,28;1,22;0,7;0
113,50 ;3,25 ;0,41;0,58;3,53;0
113,50 ;3,38 ;0,66;0,81;3,08;0
113,50 ;3,50 ;1,19;1,06;0,7;0
113,50 ;3,63 ;1,31;0,73;0,14;0
113,50 ;3,75 ;1,56;0,62;0,14;0
113,50 ;3,88 ;2;0,66;0,27;0
113,50 ;4,00 ;5,66;2,48;1,78;0
113,50 ;4,13 ;5,38;2,06;1,48;0
113,50 ;4,25 ;5,31;2,2;2,91;0
113,50 ;4,38 ;4,53;1,8;2,7;0,96
113,50 ;4,50 ;4,09;1,38;2,55;0
113,50 ;4,63 ;4,25;1,58;3,02;0
113,50 ;4,75 ;3,88;2;2,36;0
113,50 ;4,88 ;3,28;1,77;1,36;0
113,50 ;5,00 ;2,97;1,72;0,98;0
113,50 ;5,13 ;2,5;1,7;0,62;0
113,50 ;5,25 ;2,41;1,5;0,45;0
113,50 ;5,38 ;3,06;1,55;0,44;0
113,50 ;5,50 ;2,47;0,94;0,44;0
113,50 ;5,63 ;1,94;0,81;0,78;0
113,50 ;5,75 ;2,03;1,09;1,17;0
113,50 ;5,88 ;1,5;1,3;1,06;0
113,50 ;6,00 ;2,09;1,25;1,38;0
113,50 ;6,13 ;1,22;1,31;2,08;0
113,50 ;6,25 ;1,72;1,62;2,31;0
113,50 ;6,38 ;1,81;1,59;2,41;0
113,50 ;6,50 ;1,72;1,25;3,02;0
113,50 ;6,63 ;1,94;1,41;3,25;0
113,50 ;6,75 ;1,69;1,42;3,11;0
113,50 ;6,88 ;1,31;1,14;3,03;0
113,50 ;7,00 ;1,81;1,06;3,12;0
113,50 ;7,13 ;1,91;1,02;3,23;0
113,50 ;7,25 ;2,09;0,72;3,61;0
113,50 ;7,38 ;3;0,73;3,5;0
113,50 ;7,50 ;2,75;0,66;2,64;0
113,50 ;7,63 ;3,09;0,95;2,52;0
113,50 ;7,75 ;2,84;1,02;2,77;0
113,50 ;7,88 ;2,16;1,08;2,62;0
113,50 ;8,00 ;2,06;1,28;2,91;0
113,50 ;8,13 ;1,75;1,09;2,83;0
113,50 ;8,25 ;2,28;0,92;2;0
113,50 ;8,38 ;2,19;1,14;2,2;0
113,50 ;8,50 ;2,16;0,67;1,55;0
113,50 ;8,63 ;2,06;0,62;1,52;0
113,50 ;8,75 ;1,88;0,77;1,38;0
113,50 ;8,88 ;1,81;1,05;1,67;0
113,50 ;9,00 ;2,66;0,89;1,23;0
113,50 ;9,13 ;3,03;0,66;1,06;0
113,50 ;9,25 ;2,88;0,66;0,94;0
113,50 ;9,38 ;2,66;0,86;0,66;0
113,50 ;9,50 ;2,78;0,52;0,44;0
113,50 ;9,63 ;2,56;0,45;0,38;0
113,50 ;9,75 ;2,81;0,3;0,34;0
113,50 ;9,88 ;2,75;0,34;0,45;0
113,50 ;10,00 ;2,94;0,55;0,75;0
113,63 ;-10,00 ;0,34;0,34;0,09;0
113,63 ;-9,88 ;0,31;0,14;0,06;0
113,63 ;-9,75 ;0,12;0,08;0,08;0
113,63 ;-9,63 ;0,03;0,02;0,08;0
113,63 ;-9,50 ;0;0;0,02;0
113,63 ;-9,38 ;0,03;0;0,02;0
113,63 ;-9,25 ;0,03;0,02;0;0
113,63 ;-9,13 ;0;0,03;0;0
113,63 ;-9,00 ;0;0,05;0;0
113,63 ;-8,88 ;0,03;0,05;0,08;0
113,63 ;-8,75 ;0,03;0,16;0,11;0
113,63 ;-8,63 ;1,09;0,23;0,16;0
113,63 ;-8,50 ;0,38;0,08;0,03;0
113,63 ;-8,38 ;0,19;0,31;0,52;0
113,63 ;-8,25 ;0,12;0,42;1,25;0
113,63 ;-8,13 ;0,59;0,28;0,12;0
113,63 ;-8,00 ;18,88;6,16;22,09;0
113,63 ;-7,88 ;24,62;14,03;45,47;0
113,63 ;-7,75 ;0,66;3,58;5,16;0
113,63 ;-7,63 ;0,19;0,7;1,56;0
113,63 ;-7,50 ;0,28;1;2,05;0
113,63 ;-7,38 ;0,56;1,02;0,67;0
113,63 ;-7,25 ;1,47;2,09;1,81;0
113,63 ;-7,13 ;1,25;2,39;1,05;0
113,63 ;-7,00 ;2,09;1,69;3,27;0
113,63 ;-6,88 ;2,66;1,8;4,31;0
113,63 ;-6,75 ;1,94;0,62;2,39;0
113,63 ;-6,63 ;3,19;1,31;3,7;0
113,63 ;-6,50 ;2,84;1,53;3,14;0
113,63 ;-6,38 ;3,44;2,52;4,39;0,24
113,63 ;-6,25 ;2,88;2,28;3,16;0
113,63 ;-6,13 ;3,34;2,17;3,31;0
113,63 ;-6,00 ;3,16;1,81;2,75;0
113,63 ;-5,88 ;2,28;1,14;2,53;0
113,63 ;-5,75 ;2,22;0,73;2,17;0
113,63 ;-5,63 ;1,5;0,78;1,97;0
113,63 ;-5,50 ;1,12;0,55;1,62;0
113,63 ;-5,38 ;1;0,58;1,44;0
113,63 ;-5,25 ;0,66;0,42;1,56;0
113,63 ;-5,13 ;0,72;0,34;1,38;0
113,63 ;-5,00 ;0,97;0,44;1,11;0
113,63 ;-4,88 ;0,69;0,19;0,97;0
113,63 ;-4,75 ;1;0,27;0,88;0
113,63 ;-4,63 ;1,06;0,25;0,92;0
113,63 ;-4,50 ;1;0,25;0,91;0
113,63 ;-4,38 ;1,06;0,3;1;0
113,63 ;-4,25 ;1,84;0,3;1,36;0
113,63 ;-4,13 ;0,81;0,31;1,39;0
113,63 ;-4,00 ;0,44;0,42;0,97;0
113,63 ;-3,88 ;0,75;0,53;0,53;0
113,63 ;-3,75 ;0,66;0,73;0,78;0
113,63 ;-3,63 ;1;0,89;1,41;0
113,63 ;-3,50 ;1,34;1,03;2,25;0
113,63 ;-3,38 ;0,31;0,91;1,22;0
113,63 ;-3,25 ;1,16;0,59;3,45;0
113,63 ;-3,13 ;2,5;2,78;3,61;0
113,63 ;-3,00 ;5,38;3,88;2,66;0
113,63 ;-2,88 ;2,75;1,91;1,78;0
113,63 ;-2,75 ;2,25;1,2;2,06;0
113,63 ;-2,63 ;2,09;1,17;2,44;0
113,63 ;-2,50 ;0,81;0,94;2,16;0
113,63 ;-2,38 ;1,75;1,06;3,44;0
113,63 ;-2,25 ;4,5;1,94;2,11;0,48
113,63 ;-2,13 ;7,28;1,67;5,94;0,48
113,63 ;-2,00 ;5;1,03;9,17;0
113,63 ;-1,88 ;5,03;2,02;3,67;0
113,63 ;-1,75 ;4,5;2,06;2,61;0
113,63 ;-1,63 ;6,22;2,06;2,19;0
113,63 ;-1,50 ;6,44;3,34;4,84;0
113,63 ;-1,38 ;7,25;4,2;10,62;0
113,63 ;-1,25 ;7,72;6,05;8,23;0
113,63 ;-1,13 ;7,97;6,77;4,98;0,24
113,63 ;-1,00 ;8,09;6,14;5,11;0,48
113,63 ;-0,88 ;5,16;8,14;4,17;5,52
113,63 ;-0,75 ;8,16;8;4,31;6,72
113,63 ;-0,63 ;8,88;6,12;2,38;5,04
113,63 ;-0,50 ;10,25;6,27;4,08;1,2
113,63 ;-0,38 ;24,12;8,47;3,45;1,68
113,63 ;-0,25 ;56,44;12,27;11,36;2,4
113,63 ;-0,13 ;31,19;11,38;6,75;3,12
113,63 ;0,00 ;3,72;8,75;6,58;8,16
113,63 ;0,13 ;4,12;6,86;5,25;10,56
113,63 ;0,25 ;7,97;6,31;7,12;12,24
113,63 ;0,38 ;4,69;4,25;4,98;15,36
113,63 ;0,50 ;11,78;8,23;8,27;17,52
113,63 ;0,63 ;5,53;9,31;8,86;7,68
113,63 ;0,75 ;4,78;14,44;4,08;6,24
113,63 ;0,88 ;4,91;50,47;4,33;3,12
113,63 ;1,00 ;6,38;64;4,34;0,72
113,63 ;1,13 ;13,94;31,56;6,08;0
113,63 ;1,25 ;18,38;16,88;11,61;0
113,63 ;1,38 ;15,16;8,73;22,12;0
113,63 ;1,50 ;7,88;13,45;9,52;0
113,63 ;1,63 ;8,22;13,25;14,33;0
113,63 ;1,75 ;7,69;13,23;13,08;0
113,63 ;1,88 ;10,94;16,14;6,8;0
113,63 ;2,00 ;9,72;27,64;8,28;0
113,63 ;2,13 ;5,22;106,75;2,05;0,48
113,63 ;2,25 ;6,78;74,27;4,34;0,48
113,63 ;2,38 ;6,66;20,36;4,22;0,24
113,63 ;2,50 ;4,28;14,95;4,55;0
113,63 ;2,63 ;5,94;9,08;5,12;0
113,63 ;2,75 ;4,38;8,05;8,52;0
113,63 ;2,88 ;4,31;7,67;6,34;0
113,63 ;3,00 ;0,41;4;5,75;0
113,63 ;3,13 ;0,28;2,36;4,38;0
113,63 ;3,25 ;0,34;1,09;2,81;0
113,63 ;3,38 ;0,97;0,84;2,02;0
113,63 ;3,50 ;1,97;1,12;0,83;0
113,63 ;3,63 ;2,66;0,75;0,48;0
113,63 ;3,75 ;2,34;0,94;0,52;0
113,63 ;3,88 ;2,03;0,72;0,23;0
113,63 ;4,00 ;3,75;1,5;1,36;0
113,63 ;4,13 ;5,56;2,3;2,72;0
113,63 ;4,25 ;5,38;2,72;3,05;0
113,63 ;4,38 ;5,03;2,48;3,67;0,48
113,63 ;4,50 ;4,09;1,66;2,59;0
113,63 ;4,63 ;3,97;1,16;2,36;0
113,63 ;4,75 ;4,28;1,52;2,59;0
113,63 ;4,88 ;3;1,23;2,31;0
113,63 ;5,00 ;2,91;1,27;1,19;0
113,63 ;5,13 ;2,25;1,27;0,66;0
113,63 ;5,25 ;2,62;1,16;0,58;0
113,63 ;5,38 ;2,25;0,97;0,2;0
113,63 ;5,50 ;2,47;0,78;0,27;0
113,63 ;5,63 ;1,94;0,81;0,52;0
113,63 ;5,75 ;2,03;0,81;0,56;0
113,63 ;5,88 ;1,53;0,92;0,83;0
113,63 ;6,00 ;1,56;1,23;1,22;0
113,63 ;6,13 ;1,22;1,59;2,06;0
113,63 ;6,25 ;1;1,81;2,25;0
113,63 ;6,38 ;1,28;1,33;1,92;0
113,63 ;6,50 ;1,75;1,16;1,84;0
113,63 ;6,63 ;1,97;0,97;2,59;0
113,63 ;6,75 ;1,53;1,11;3;0
113,63 ;6,88 ;1,06;0,97;2,22;0
113,63 ;7,00 ;1,31;0,89;2,55;0
113,63 ;7,13 ;1,88;0,69;2,97;0
113,63 ;7,25 ;1,81;0,7;3,08;0
113,63 ;7,38 ;2,25;0,73;3,02;0
113,63 ;7,50 ;2,97;0,58;2,55;0
113,63 ;7,63 ;2,91;0,62;1,66;0
113,63 ;7,75 ;2,59;0,69;2;0
113,63 ;7,88 ;2,38;0,78;2,16;0
113,63 ;8,00 ;2,12;0,72;1,86;0
113,63 ;8,13 ;1,75;1,12;1,81;0
113,63 ;8,25 ;2,06;1,08;2,08;0
113,63 ;8,38 ;1,94;0,81;1,81;0
113,63 ;8,50 ;1,69;0,53;1,41;0
113,63 ;8,63 ;1,94;0,56;1,33;0
113,63 ;8,75 ;1,75;0,53;1,02;0
113,63 ;8,88 ;1,56;0,75;1,14;0
113,63 ;9,00 ;1,81;0,7;1,09;0
113,63 ;9,13 ;2,25;0,55;1,38;0
113,63 ;9,25 ;2,72;0,56;0,88;0
113,63 ;9,38 ;2,72;0,61;0,7;0
113,63 ;9,50 ;3;0,41;0,42;0
113,63 ;9,63 ;2,62;0,47;0,38;0
113,63 ;9,75 ;2,5;0,45;0,33;0,24
113,63 ;9,88 ;2,25;0,33;0,27;0
113,63 ;10,00 ;1,97;0,3;0,39;0
113,75 ;-10,00 ;0,25;0,27;0,08;0
113,75 ;-9,88 ;0,25;0,08;0,08;0
113,75 ;-9,75 ;0,06;0,05;0,08;0
113,75 ;-9,63 ;0,03;0;0,03;0
113,75 ;-9,50 ;0;0;0;0
113,75 ;-9,38 ;0;0;0;0
113,75 ;-9,25 ;0;0,02;0;0
113,75 ;-9,13 ;0,03;0,09;0,02;0
113,75 ;-9,00 ;0,03;0,12;0,03;0
113,75 ;-8,88 ;0,12;0,06;0,16;0
113,75 ;-8,75 ;0,06;0,39;0,17;0
113,75 ;-8,63 ;0,84;0,19;0,09;0
113,75 ;-8,50 ;0,34;0,22;0,14;0
113,75 ;-8,38 ;1,5;0,75;1,23;0
113,75 ;-8,25 ;1,78;1,19;1,47;0
113,75 ;-8,13 ;0,81;0,58;0,19;0
113,75 ;-8,00 ;3,16;1,19;13,12;0
113,75 ;-7,88 ;3,31;3,2;25,72;0
113,75 ;-7,75 ;0,44;0,88;2,23;0
113,75 ;-7,63 ;0,41;1,69;0,23;0
113,75 ;-7,50 ;0,62;0,69;0,44;0
113,75 ;-7,38 ;0,41;0,7;0,39;0
113,75 ;-7,25 ;0,84;1,38;0,83;0
113,75 ;-7,13 ;1,03;2,17;1,16;0
113,75 ;-7,00 ;1,34;1,61;2,58;0
113,75 ;-6,88 ;1,56;1,66;2,73;0
113,75 ;-6,75 ;1,31;0,56;2,8;0
113,75 ;-6,63 ;3,84;0,83;5,2;0
113,75 ;-6,50 ;3,41;1,12;3,58;0
113,75 ;-6,38 ;3,09;1,38;3,97;1,44
113,75 ;-6,25 ;3,03;1,84;2,98;0,96
113,75 ;-6,13 ;3,12;1,48;2,94;0
113,75 ;-6,00 ;2,56;1,3;2,42;0
113,75 ;-5,88 ;1,97;1,39;2,22;0
113,75 ;-5,75 ;1,69;0,7;1,83;0
113,75 ;-5,63 ;1,34;0,62;1,88;0
113,75 ;-5,50 ;1,09;0,62;1,84;0
113,75 ;-5,38 ;1;0,53;1,7;0
113,75 ;-5,25 ;0,75;0,42;1,41;0
113,75 ;-5,13 ;0,75;0,33;1,44;0
113,75 ;-5,00 ;0,81;0,22;1,06;0
113,75 ;-4,88 ;0,69;0,2;0,84;0
